	fxns_by_genome	category	TG9	Cluster_3B	genomes_other	Cluster_3B_other	genomes_other_percent	Cluster_3B_other_percent	genomes_total_percent
Pyrrolidone-carboxylate peptidase	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Pyruvate dehydrogenase E1 component subunit alpha	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Quinate/shikimate dehydrogenase	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Quinol oxidase subunit 3	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Ribonuclease VapC32	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Ribonuclease VapC35	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
S-ribosylhomocysteine lyase	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Salicyl-AMP ligase / salicyl-S-ArCP synthetase	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Salicylate 5-hydroxylase, small oxygenase component	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Serine protease Do-like HtrB	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Serine/threonine phosphatase stp	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Serine/threonine-protein kinase PK-1	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
sn-glycerol-3-phosphate-binding periplasmic protein UgpB	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Soluble pyridine nucleotide transhydrogenase	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Spermidine/spermine N(1)-acetyltransferase	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Spore protein SP21	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Sulfoacetaldehyde dehydrogenase (acylating)	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Sulfofructosephosphate aldolase	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Surfactin synthase subunit 3	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Syringate O-demethylase	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Taurine--pyruvate aminotransferase	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit alpha 1	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Terpredoxin	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Thermonuclease	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Thioredoxin 1	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Tn3 family transposase ISShes11	1	Cloud	0	1	0	1	0	7.14285714285714	0.694444444444444
Transcription antiterminator LicT	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Transcriptional regulator AcuR	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Transcriptional regulator WhiB7	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Transcriptional regulatory protein MoaR1	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Type IIS restriction enzyme Eco57I	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Type-2 restriction enzyme EcoRI	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Type-2 restriction enzyme EcoRV	1	Cloud	0	1	0	1	0	7.14285714285714	0.694444444444444
Type-2 restriction enzyme NgoMIV	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase	1	Cloud	0	1	0	1	0	7.14285714285714	0.694444444444444
UDP-N-acetyl-D-glucosamine 6-dehydrogenase	1	Cloud	0	1	0	1	0	7.14285714285714	0.694444444444444
Uric acid degradation bifunctional protein	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Validoxylamine A 7'-phosphate phosphatase	1	Cloud	0	1	0	1	0	7.14285714285714	0.694444444444444
Vanillate/3-O-methylgallate O-demethylase	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
Xaa-Pro dipeptidyl-peptidase	1	Cloud	0	0	1	0	0.775193798449612	0	0.694444444444444
(S)-ureidoglycine aminohydrolase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
2-alkyl-3-oxoalkanoate reductase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
2-hydroxypent-2,4-dienoate hydratase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
2-keto-3-deoxygluconate permease	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
3-beta-hydroxycholanate 3-dehydrogenase (NADP( ))	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
3-hydroxybenzoate synthase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
3-sulfolactaldehyde dehydrogenase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
4-hydroxy-2-oxovalerate aldolase 4	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
4-hydroxybenzoyl-CoA reductase subunit gamma	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
4-hydroxyphenylalkanoate adenylyltransferase	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
4,4'-diapophytoene desaturase (4,4'-diaponeurosporene-forming)	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
5-(hydroxymethyl)furfural oxidase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
5-keto-4-deoxy-D-glucarate aldolase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
5-methyl-1-naphthoate synthase	2	Cloud	0	2	0	2	0	14.2857142857143	1.38888888888889
A-factor type gamma-butyrolactone 1'-reductase (1S-forming)	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Acetate CoA-transferase YdiF	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Acetolactate synthase isozyme 1 large subunit	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Aklavinone 12-hydroxylase RdmE	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase	2	Cloud	0	2	0	2	0	14.2857142857143	1.38888888888889
Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL	2	Cloud	0	2	0	2	0	14.2857142857143	1.38888888888889
Alpha-galactosidase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Alpha-L-rhamnosidase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Aminopentol aminotransferase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Arabinose operon regulatory protein	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
Arginase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Arsenate-mycothiol transferase ArsC2	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
Arylamine N-acetyltransferase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Aspartate--tRNA(Asp) ligase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
ATP-dependent DNA helicase PcrA	2	Cloud	0	2	0	2	0	14.2857142857143	1.38888888888889
Aurachin B dehydrogenase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Autoinducer 2-binding protein LsrB	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Benzene 1,2-dioxygenase subunit beta	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
Benzoate 1,2-dioxygenase electron transfer component	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Bile acid-coenzyme A ligase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Biotin carboxyl carrier protein of acetyl-CoA carboxylase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Biphenyl dioxygenase ferredoxin subunit	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Carbamate kinase 1	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Citrate-sodium symporter	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
Cytochrome P450 CYP107DY1	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Cytochrome P450-pinF2, plant-inducible	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
D-methionine-binding lipoprotein MetQ	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
D-xylose transporter	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Dipeptide-binding protein DppE	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
DNA helicase IV	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
DNA mismatch repair protein MutL	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
DNA translocase FtsK	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Ectoine/proline transporter ProP	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Endo-1,3-1,4-beta-glycanase ExsH	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Erythritol kinase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
FMN-dependent NADPH-azoreductase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Glutamate mutase epsilon subunit	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Glutamate mutase sigma subunit	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Glutarate-semialdehyde dehydrogenase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Glutathione transferase FosA	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Glutathione-regulated potassium-efflux system protein KefB	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Glycerol dehydrogenase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Group II intron-encoded protein LtrA	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
Guanidinopropionase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Heme uptake protein MmpL11	2	Cloud	1	1	1	0	0.775193798449612	0	1.38888888888889
HTH-type transcriptional regulator RcdA	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
IS110 family transposase ISAar18	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
IS110 family transposase ISBli31	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
IS110 family transposase ISMav6	2	Cloud	0	2	0	2	0	14.2857142857143	1.38888888888889
IS1182 family transposase ISNml3	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
IS1634 family transposase ISBli9	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
IS1634 family transposase ISDha15	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
IS200/IS605 family transposase ISAli19	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
IS21 family transposase ISAau2	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
IS256 family transposase ISBlo8	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
IS3 family transposase ISAar44	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
IS3 family transposase ISAar46	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
IS3 family transposase ISBli26	2	Cloud	0	2	0	2	0	14.2857142857143	1.38888888888889
IS3 family transposase ISMysp3	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
IS30 family transposase ISPfr9	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
IS481 family transposase ISArsp1	2	Cloud	1	2	0	1	0	7.14285714285714	1.38888888888889
IS481 family transposase ISChy3	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
IS481 family transposase ISRhba3	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
IS481 family transposase ISRhba4	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
IS5 family transposase ISDge16	2	Cloud	0	2	0	2	0	14.2857142857143	1.38888888888889
IS5 family transposase ISMac15	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
IS6 family transposase IS6100	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
IS701 family transposase ISRhosp3	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
ISNCY family transposase ISKol11	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
L-amino acid amidase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
L-carnitine dehydrogenase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
L-cystine-binding protein FliY	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
L-lysine N6-monooxygenase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
L-threonate dehydrogenase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Lipoarabinomannan carrier protein LprG	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Long-chain-alcohol dehydrogenase 1	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Low affinity potassium transport system protein kup	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Melibiose/raffinose/stachyose import permease protein MelC	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Modification methylase BspRI	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Monocarboxylate transport permease protein	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Mycocerosic acid synthase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
N-((2S)-2-amino-2-carboxyethyl)-L-glutamate dehydrogenase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
N-isopropylammelide isopropyl amidohydrolase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
N-succinylglutamate 5-semialdehyde dehydrogenase	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
Na( )-translocating NADH-quinone reductase subunit F	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Narbonolide/10-deoxymethynolide synthase PikA4, module 6	2	Cloud	0	2	0	2	0	14.2857142857143	1.38888888888889
p-cumate 2,3-dioxygenase system, ferredoxin--NAD( ) reductase component	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Penicillin-binding protein 1F	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Peptidyl-lysine N-acetyltransferase Pat	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
Phospho-2-dehydro-3-deoxyheptonate aldolase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Putative 2-dehydro-3-deoxy-D-gluconate aldolase YagE	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Putative antitoxin VapB45	2	Cloud	1	1	1	0	0.775193798449612	0	1.38888888888889
putative cutinase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
putative endoribonuclease HigB1	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Putative epoxidase LasC	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
putative flavin reductase	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
putative formate transporter 1	2	Cloud	0	2	0	2	0	14.2857142857143	1.38888888888889
putative histidine-binding protein	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
putative intracellular septation protein A	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
putative methylxanthine N7-demethylase NdmC	2	Cloud	0	2	0	2	0	14.2857142857143	1.38888888888889
putative protein YjbR	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
putative trans-3-hydroxy-L-proline dehydratase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
putative transcriptional regulator PhnF	2	Cloud	0	2	0	2	0	14.2857142857143	1.38888888888889
Putative transposase InsK for insertion sequence element IS150	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
putative triacylglyceride transporter	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Pyrophosphatase PpaX	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Pyruvate dehydrogenase E1 component subunit beta	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Quinohemoprotein alcohol dehydrogenase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Resuscitation-promoting factor RpfD	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
Riboflavin biosynthesis protein	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Ribose-5-phosphate isomerase A	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
RNA polymerase sigma factor FliA	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
RNA polymerase sigma factor RpoS	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
RNA-binding riboflavin kinase RibR	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
rRNA methyltransferase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Salicyloyl-CoA 5-hydroxylase	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
Salicylyl-CoA synthase / salicylate adenylyltransferase	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
Serine/threonine-protein kinase PknK	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Sodium/proton-dependent alanine carrier protein	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Starvation-sensing protein RspB	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Succinate semialdehyde dehydrogenase [NAD(P) ] Sad	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Surfactin synthase subunit 2	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Thermolabile glutaminase	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
Transcriptional regulator DauR	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Transposase from transposon Tn916	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
Transposon Tn3 resolvase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Triacylglycerol lipase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
tRNA-Asn(att)	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
tRNA-Asp(atc)	2	Cloud	1	2	0	1	0	7.14285714285714	1.38888888888889
tRNA-Gln(ctg)	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Tryptophan--tRNA ligase 2	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Type I restriction enzyme EcoR124II R protein	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Type-1 restriction enzyme EcoKI specificity protein	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Tyrosine recombinase XerH	2	Cloud	0	1	1	1	0.775193798449612	7.14285714285714	1.38888888888889
Vancomycin aglycone glucosyltransferase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Vanillin dehydrogenase	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Vitamin B12 transporter BtuB	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
Ycf48-like protein	2	Cloud	0	0	2	0	1.55038759689922	0	1.38888888888889
(4E)-oxalomesaconate Delta-isomerase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
(E)-2-((N-methylformamido)methylene)succinate hydrolase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
1,3-propanediol dehydrogenase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
2-keto-4-carboxy-3-hexenedioate hydratase	3	Cloud	0	1	2	1	1.55038759689922	7.14285714285714	2.08333333333333
2-oxoglutarate carboxylase large subunit	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
2-oxopent-4-enoate hydratase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
2,6-dihydropseudooxynicotine hydrolase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
2,6-dihydroxypyridine 3-monooxygenase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
3-hydroxybenzoate 4-monooxygenase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
3-oxo-isoapionate kinase	3	Cloud	0	1	2	1	1.55038759689922	7.14285714285714	2.08333333333333
3-oxo-isoapionate-4-phosphate transcarboxylase/hydrolase	3	Cloud	0	1	2	1	1.55038759689922	7.14285714285714	2.08333333333333
4-chlorobenzoyl coenzyme A dehalogenase-2	3	Cloud	0	1	2	1	1.55038759689922	7.14285714285714	2.08333333333333
4-hydroxy-2,2'-bipyrrole-5-methanol synthase PigH	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
6-deoxyerythronolide B hydroxylase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
6-methylpretetramide 4-monooxygenase	3	Cloud	0	2	1	2	0.775193798449612	14.2857142857143	2.08333333333333
Aerobic cobaltochelatase subunit CobS	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Aerobic cobaltochelatase subunit CobT	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Aklanonic acid methyl ester cyclase DnrD	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Alkene monooxygenase system, effector subunit	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Alkene monooxygenase system, ferredoxin component	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Alkene monooxygenase system, ferredoxin--NAD( ) reductase component	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Alkene monooxygenase system, oxygenase component subunit alpha	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Alkene monooxygenase system, oxygenase component subunit beta	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Alkene monooxygenase system, oxygenase component subunit gamma	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Alpha-D-kanosaminyltransferase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH	3	Cloud	0	3	0	3	0	21.4285714285714	2.08333333333333
Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI	3	Cloud	0	3	0	3	0	21.4285714285714	2.08333333333333
Anthranilate 1,2-dioxygenase system ferredoxin--NAD( ) reductase component	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Anti-sigma-L factor RslA	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
