"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000236965_prok","GCA_000763325_prok","GCA_001465325_prok","GCA_001665495_prok","GCA_001886355_prok","GCA_001894905_prok","GCA_002215235_prok","GCA_003004765_prok","GCA_003288095_prok","GCA_003633655_prok","GCA_004153645_prok","GCA_009831075_prok","GCA_900105195_prok","GCA_900177695_prok","GCA_900455725_prok"
"group_10909","","tRNA-Pro(ggg)","15","15","1","43","7631","","","","74","74","74","GCA_000236965_prok_02224","GCA_000763325_prok_03826","GCA_001465325_prok_03604","GCA_001665495_prok_02523","GCA_001886355_prok_01918","GCA_001894905_prok_04444","GCA_002215235_prok_03666","GCA_003004765_prok_04234","GCA_003288095_prok_03107","GCA_003633655_prok_00020","GCA_004153645_prok_00389","GCA_009831075_prok_02854","GCA_900105195_prok_02579","GCA_900177695_prok_04375","GCA_900455725_prok_01364"
"pntA","","NAD(P) transhydrogenase subunit alpha","15","15","1","43","1284","","","","329","329","329","GCA_000236965_prok_02204","GCA_000763325_prok_02794","GCA_001465325_prok_04661","GCA_001665495_prok_00596","GCA_001886355_prok_00850","GCA_001894905_prok_03918","GCA_002215235_prok_01469","GCA_003004765_prok_03270","GCA_003288095_prok_02083","GCA_003633655_prok_01001","GCA_004153645_prok_04377","GCA_009831075_prok_00531","GCA_900105195_prok_03564","GCA_900177695_prok_03836","GCA_900455725_prok_00492"
"group_10911","","hypothetical protein","15","15","1","43","2637","","","","191","191","191","GCA_000236965_prok_03093","GCA_000763325_prok_01974","GCA_001465325_prok_02236","GCA_001665495_prok_03550","GCA_001886355_prok_04997","GCA_001894905_prok_02696","GCA_002215235_prok_04222","GCA_003004765_prok_02468","GCA_003288095_prok_01282","GCA_003633655_prok_01813","GCA_004153645_prok_03313","GCA_009831075_prok_01455","GCA_900105195_prok_04444","GCA_900177695_prok_01842","GCA_900455725_prok_03882"
"group_10912","","hypothetical protein","15","15","1","43","3183","","","","167","167","167","GCA_000236965_prok_00608","GCA_000763325_prok_02519","GCA_001465325_prok_02024","GCA_001665495_prok_03798","GCA_001886355_prok_00582","GCA_001894905_prok_03125","GCA_002215235_prok_00197","GCA_003004765_prok_03030","GCA_003288095_prok_01841","GCA_003633655_prok_01263","GCA_004153645_prok_04085","GCA_009831075_prok_03653","GCA_900105195_prok_03813","GCA_900177695_prok_03341","GCA_900455725_prok_04405"
"whiB1","","Transcriptional regulator WhiB1","15","15","1","43","3964","","","","254","254","254","GCA_000236965_prok_04834","GCA_000763325_prok_04446","GCA_001465325_prok_01589","GCA_001665495_prok_04462","GCA_001886355_prok_02574","GCA_001894905_prok_00238","GCA_002215235_prok_04697","GCA_003004765_prok_04816","GCA_003288095_prok_03717","GCA_003633655_prok_04323","GCA_004153645_prok_01920","GCA_009831075_prok_02965","GCA_900105195_prok_02027","GCA_900177695_prok_04935","GCA_900455725_prok_01917"
"group_10914","","tRNA-Met(cat)","15","15","1","43","4668","","","","75","75","75","GCA_000236965_prok_02665","GCA_000763325_prok_00198","GCA_001465325_prok_00866","GCA_001665495_prok_01389","GCA_001886355_prok_02893","GCA_001894905_prok_01481","GCA_002215235_prok_02912","GCA_003004765_prok_00556","GCA_003288095_prok_04039","GCA_003633655_prok_04002","GCA_004153645_prok_03635","GCA_009831075_prok_04081","GCA_900105195_prok_01700","GCA_900177695_prok_05087","GCA_900455725_prok_02226"
"group_10915","","tRNA-Trp(cca)","15","15","1","43","4672","","","","74","74","74","GCA_000236965_prok_02661","GCA_000763325_prok_00194","GCA_001465325_prok_00870","GCA_001665495_prok_01385","GCA_001886355_prok_02889","GCA_001894905_prok_01477","GCA_002215235_prok_02916","GCA_003004765_prok_00552","GCA_003288095_prok_04035","GCA_003633655_prok_04006","GCA_004153645_prok_03631","GCA_009831075_prok_04077","GCA_900105195_prok_01704","GCA_900177695_prok_05083","GCA_900455725_prok_02222"
"group_10916","","tRNA-Leu(cag)","15","15","1","43","3760","","","","83","83","83","GCA_000236965_prok_01446","GCA_000763325_prok_01369","GCA_001465325_prok_02857","GCA_001665495_prok_03167","GCA_001886355_prok_04181","GCA_001894905_prok_01222","GCA_002215235_prok_01922","GCA_003004765_prok_01793","GCA_003288095_prok_00641","GCA_003633655_prok_02472","GCA_004153645_prok_00617","GCA_009831075_prok_01956","GCA_900105195_prok_00413","GCA_900177695_prok_01434","GCA_900455725_prok_03274"
"group_10917","","putative protein","15","15","1","43","1718","","","","314","314","314","GCA_000236965_prok_04080","GCA_000763325_prok_03085","GCA_001465325_prok_01233","GCA_001665495_prok_02187","GCA_001886355_prok_01163","GCA_001894905_prok_02048","GCA_002215235_prok_03854","GCA_003004765_prok_03526","GCA_003288095_prok_02386","GCA_003633655_prok_00687","GCA_004153645_prok_02266","GCA_009831075_prok_00845","GCA_900105195_prok_03247","GCA_900177695_prok_02664","GCA_900455725_prok_00740"
"rpsR2","","30S ribosomal protein S18 2","15","15","1","43","4923","","","","242","242","242","GCA_000236965_prok_04210","GCA_000763325_prok_01197","GCA_001465325_prok_03009","GCA_001665495_prok_00222","GCA_001886355_prok_04033","GCA_001894905_prok_01077","GCA_002215235_prok_02058","GCA_003004765_prok_01658","GCA_003288095_prok_00492","GCA_003633655_prok_02638","GCA_004153645_prok_00745","GCA_009831075_prok_02063","GCA_900105195_prok_00558","GCA_900177695_prok_01299","GCA_900455725_prok_03145"
"group_10919","","hypothetical protein","15","15","1","43","4180","","","","647","647","647","GCA_000236965_prok_00307","GCA_000763325_prok_00070","GCA_001465325_prok_05022","GCA_001665495_prok_03038","GCA_001886355_prok_02772","GCA_001894905_prok_00030","GCA_002215235_prok_04495","GCA_003004765_prok_05019","GCA_003288095_prok_03918","GCA_003633655_prok_04121","GCA_004153645_prok_02112","GCA_009831075_prok_03166","GCA_900105195_prok_01819","GCA_900177695_prok_00614","GCA_900455725_prok_02110"
"group_1092","","hypothetical protein","15","15","1","43","2797","","","","416","416","416","GCA_000236965_prok_03346","GCA_000763325_prok_02129","GCA_001465325_prok_02388","GCA_001665495_prok_03404","GCA_001886355_prok_00135","GCA_001894905_prok_03740","GCA_002215235_prok_04856","GCA_003004765_prok_02625","GCA_003288095_prok_01441","GCA_003633655_prok_01658","GCA_004153645_prok_03177","GCA_009831075_prok_01602","GCA_900105195_prok_04288","GCA_900177695_prok_01988","GCA_900455725_prok_04002"
"rpmD","","50S ribosomal protein L30","15","15","1","43","4179","","","","179","179","179","GCA_000236965_prok_00306","GCA_000763325_prok_00069","GCA_001465325_prok_05023","GCA_001665495_prok_03037","GCA_001886355_prok_02771","GCA_001894905_prok_00031","GCA_002215235_prok_04496","GCA_003004765_prok_05018","GCA_003288095_prok_03917","GCA_003633655_prok_04122","GCA_004153645_prok_02111","GCA_009831075_prok_03165","GCA_900105195_prok_01820","GCA_900177695_prok_00613","GCA_900455725_prok_02109"
"rpsS","","30S ribosomal protein S19","15","15","1","43","4193","","","","281","281","281","GCA_000236965_prok_00320","GCA_000763325_prok_00083","GCA_001465325_prok_05009","GCA_001665495_prok_03051","GCA_001886355_prok_02785","GCA_001894905_prok_00017","GCA_002215235_prok_04482","GCA_003004765_prok_05032","GCA_003288095_prok_03931","GCA_003633655_prok_04108","GCA_004153645_prok_02125","GCA_009831075_prok_03179","GCA_900105195_prok_01806","GCA_900177695_prok_00627","GCA_900455725_prok_02123"
"group_10922","","hypothetical protein","15","15","1","43","1995","","","","320","320","320","GCA_000236965_prok_03660","GCA_000763325_prok_03339","GCA_001465325_prok_03872","GCA_001665495_prok_01734","GCA_001886355_prok_01420","GCA_001894905_prok_02622","GCA_002215235_prok_01117","GCA_003004765_prok_03788","GCA_003288095_prok_02642","GCA_003633655_prok_00432","GCA_004153645_prok_02524","GCA_009831075_prok_03806","GCA_900105195_prok_02993","GCA_900177695_prok_02928","GCA_900455725_prok_00991"
"ilvH","","Acetolactate synthase small subunit","15","15","1","43","7095","","","","503","503","503","GCA_000236965_prok_00352","GCA_000763325_prok_04231","GCA_001465325_prok_01731","GCA_001665495_prok_03979","GCA_001886355_prok_02426","GCA_001894905_prok_00384","GCA_002215235_prok_03452","GCA_003004765_prok_04659","GCA_003288095_prok_03569","GCA_003633655_prok_04536","GCA_004153645_prok_01778","GCA_009831075_prok_04520","GCA_900105195_prok_02173","GCA_900177695_prok_04787","GCA_900455725_prok_01768"
"infA","","Translation initiation factor IF-1","15","15","1","43","4173","","","","221","221","221","GCA_000236965_prok_00300","GCA_000763325_prok_00063","GCA_001465325_prok_05029","GCA_001665495_prok_03031","GCA_001886355_prok_02765","GCA_001894905_prok_00037","GCA_002215235_prok_04502","GCA_003004765_prok_05012","GCA_003288095_prok_03911","GCA_003633655_prok_04128","GCA_004153645_prok_02105","GCA_009831075_prok_03159","GCA_900105195_prok_01826","GCA_900177695_prok_00607","GCA_900455725_prok_02103"
"rplP","","50S ribosomal protein L16","15","15","1","43","4190","","","","416","416","416","GCA_000236965_prok_00317","GCA_000763325_prok_00080","GCA_001465325_prok_05012","GCA_001665495_prok_03048","GCA_001886355_prok_02782","GCA_001894905_prok_00020","GCA_002215235_prok_04485","GCA_003004765_prok_05029","GCA_003288095_prok_03928","GCA_003633655_prok_04111","GCA_004153645_prok_02122","GCA_009831075_prok_03176","GCA_900105195_prok_01809","GCA_900177695_prok_00624","GCA_900455725_prok_02120"
"rpsQ","","30S ribosomal protein S17","15","15","1","43","4188","","","","284","284","284","GCA_000236965_prok_00315","GCA_000763325_prok_00078","GCA_001465325_prok_05014","GCA_001665495_prok_03046","GCA_001886355_prok_02780","GCA_001894905_prok_00022","GCA_002215235_prok_04487","GCA_003004765_prok_05027","GCA_003288095_prok_03926","GCA_003633655_prok_04113","GCA_004153645_prok_02120","GCA_009831075_prok_03174","GCA_900105195_prok_01811","GCA_900177695_prok_00622","GCA_900455725_prok_02118"
"rpsH","","30S ribosomal protein S8","15","15","1","43","4183","","","","398","398","398","GCA_000236965_prok_00310","GCA_000763325_prok_00073","GCA_001465325_prok_05019","GCA_001665495_prok_03041","GCA_001886355_prok_02775","GCA_001894905_prok_00027","GCA_002215235_prok_04492","GCA_003004765_prok_05022","GCA_003288095_prok_03921","GCA_003633655_prok_04118","GCA_004153645_prok_02115","GCA_009831075_prok_03169","GCA_900105195_prok_01816","GCA_900177695_prok_00617","GCA_900455725_prok_02113"
"whiB4","","Transcriptional regulator WhiB4","15","15","1","43","2263","","","","323","323","323","GCA_000236965_prok_02487","GCA_000763325_prok_01697","GCA_001465325_prok_04399","GCA_001665495_prok_02567","GCA_001886355_prok_04700","GCA_001894905_prok_04150","GCA_002215235_prok_01599","GCA_003004765_prok_02138","GCA_003288095_prok_00979","GCA_003633655_prok_02107","GCA_004153645_prok_04204","GCA_009831075_prok_00399","GCA_900105195_prok_04735","GCA_900177695_prok_00761","GCA_900455725_prok_03583"
"group_10929","","tRNA-Arg(acg)","15","15","1","43","3509","","","","73","73","73","GCA_000236965_prok_01661","GCA_000763325_prok_01563","GCA_001465325_prok_02635","GCA_001665495_prok_04342","GCA_001886355_prok_04564","GCA_001894905_prok_04687","GCA_002215235_prok_03743","GCA_003004765_prok_02013","GCA_003288095_prok_00838","GCA_003633655_prok_02245","GCA_004153645_prok_00431","GCA_009831075_prok_02234","GCA_900105195_prok_00206","GCA_900177695_prok_01655","GCA_900455725_prok_03461"
"rplT","","50S ribosomal protein L20","15","15","1","43","7583","","","","380","380","380","GCA_000236965_prok_00771","GCA_000763325_prok_03864","GCA_001465325_prok_03565","GCA_001665495_prok_03325","GCA_001886355_prok_01955","GCA_001894905_prok_00751","GCA_002215235_prok_02577","GCA_003004765_prok_04275","GCA_003288095_prok_03146","GCA_003633655_prok_04986","GCA_004153645_prok_01415","GCA_009831075_prok_01285","GCA_900105195_prok_02540","GCA_900177695_prok_04414","GCA_900455725_prok_01401"
"mlaE_2","","Intermembrane phospholipid transport system permease protein MlaE","15","15","1","43","4681","","","","791","791","791","GCA_000236965_prok_02653","GCA_000763325_prok_00186","GCA_001465325_prok_00878","GCA_001665495_prok_01377","GCA_001886355_prok_02880","GCA_001894905_prok_01469","GCA_002215235_prok_02924","GCA_003004765_prok_00544","GCA_003288095_prok_04027","GCA_003633655_prok_04014","GCA_004153645_prok_03623","GCA_009831075_prok_04069","GCA_900105195_prok_01712","GCA_900177695_prok_05075","GCA_900455725_prok_02214"
"garA","","Glycogen accumulation regulator GarA","15","15","1","43","7642","","","","461","461","461","GCA_000236965_prok_02237","GCA_000763325_prok_03814","GCA_001465325_prok_03614","GCA_001665495_prok_02536","GCA_001886355_prok_01900","GCA_001894905_prok_04457","GCA_002215235_prok_03656","GCA_003004765_prok_04222","GCA_003288095_prok_03094","GCA_003633655_prok_00033","GCA_004153645_prok_00378","GCA_009831075_prok_02864","GCA_900105195_prok_02592","GCA_900177695_prok_04363","GCA_900455725_prok_01353"
"rplM","","50S ribosomal protein L13","15","15","1","43","4150","","","","443","443","443","GCA_000236965_prok_04660","GCA_000763325_prok_00042","GCA_001465325_prok_04927","GCA_001665495_prok_03084","GCA_001886355_prok_02744","GCA_001894905_prok_00058","GCA_002215235_prok_04523","GCA_003004765_prok_04991","GCA_003288095_prok_03890","GCA_003633655_prok_04149","GCA_004153645_prok_02084","GCA_009831075_prok_03138","GCA_900105195_prok_01847","GCA_900177695_prok_00586","GCA_900455725_prok_02082"
"group_10934","","hypothetical protein","15","15","1","43","1876","","","","302","302","302","GCA_000236965_prok_03551","GCA_000763325_prok_03230","GCA_001465325_prok_00993","GCA_001665495_prok_01625","GCA_001886355_prok_01310","GCA_001894905_prok_01903","GCA_002215235_prok_00646","GCA_003004765_prok_03675","GCA_003288095_prok_02533","GCA_003633655_prok_00541","GCA_004153645_prok_02418","GCA_009831075_prok_00287","GCA_900105195_prok_03102","GCA_900177695_prok_02812","GCA_900455725_prok_00885"
"group_10935","","tRNA-Gly(gcc)","15","15","1","43","1910","","","","73","73","73","GCA_000236965_prok_03585","GCA_000763325_prok_03264","GCA_001465325_prok_03794","GCA_001665495_prok_01659","GCA_001886355_prok_01345","GCA_001894905_prok_01869","GCA_002215235_prok_00611","GCA_003004765_prok_03712","GCA_003288095_prok_02567","GCA_003633655_prok_00507","GCA_004153645_prok_02452","GCA_009831075_prok_00322","GCA_900105195_prok_03068","GCA_900177695_prok_02849","GCA_900455725_prok_00919"
"group_10936","","Putative DNA-binding proteinA","15","15","1","43","4613","","","","236","236","236","GCA_000236965_prok_02722","GCA_000763325_prok_00252","GCA_001465325_prok_00812","GCA_001665495_prok_03713","GCA_001886355_prok_02947","GCA_001894905_prok_01535","GCA_002215235_prok_02859","GCA_003004765_prok_00610","GCA_003288095_prok_04093","GCA_003633655_prok_03948","GCA_004153645_prok_03689","GCA_009831075_prok_04134","GCA_900105195_prok_01646","GCA_900177695_prok_05140","GCA_900455725_prok_02278"
"group_10937","","tRNA-Asn(gtt)","15","15","1","43","7180","","","","73","73","73","GCA_000236965_prok_00470","GCA_000763325_prok_04150","GCA_001465325_prok_01814","GCA_001665495_prok_02784","GCA_001886355_prok_02346","GCA_001894905_prok_00465","GCA_002215235_prok_03535","GCA_003004765_prok_04574","GCA_003288095_prok_03489","GCA_003633655_prok_04618","GCA_004153645_prok_01702","GCA_009831075_prok_04435","GCA_900105195_prok_02254","GCA_900177695_prok_04702","GCA_900455725_prok_01690"
"group_10938","","hypothetical protein","15","15","1","43","4167","","","","554","554","554","GCA_000236965_prok_00294","GCA_000763325_prok_00057","GCA_001465325_prok_05035","GCA_001665495_prok_03025","GCA_001886355_prok_02759","GCA_001894905_prok_00043","GCA_002215235_prok_04508","GCA_003004765_prok_05006","GCA_003288095_prok_03905","GCA_003633655_prok_04134","GCA_004153645_prok_02099","GCA_009831075_prok_03153","GCA_900105195_prok_01832","GCA_900177695_prok_00601","GCA_900455725_prok_02097"
"group_10939","","tRNA-Lys(ttt)","15","15","1","43","2668","","","","74","74","74","GCA_000236965_prok_03473","GCA_000763325_prok_02004","GCA_001465325_prok_02266","GCA_001665495_prok_03520","GCA_001886355_prok_00009","GCA_001894905_prok_02666","GCA_002215235_prok_04192","GCA_003004765_prok_02498","GCA_003288095_prok_01312","GCA_003633655_prok_01783","GCA_004153645_prok_03284","GCA_009831075_prok_01485","GCA_900105195_prok_04414","GCA_900177695_prok_01872","GCA_900455725_prok_03911"
"group_10940","","hypothetical protein","15","15","1","43","4614","","","","101","101","101","GCA_000236965_prok_02721","GCA_000763325_prok_00251","GCA_001465325_prok_00813","GCA_001665495_prok_03712","GCA_001886355_prok_02946","GCA_001894905_prok_01534","GCA_002215235_prok_02860","GCA_003004765_prok_00609","GCA_003288095_prok_04092","GCA_003633655_prok_03949","GCA_004153645_prok_03688","GCA_009831075_prok_04133","GCA_900105195_prok_01647","GCA_900177695_prok_05139","GCA_900455725_prok_02277"
"group_10941","","tRNA-Arg(ccg)","15","15","1","43","1318","","","","75","75","75","GCA_000236965_prok_02426","GCA_000763325_prok_02825","GCA_001465325_prok_04967","GCA_001665495_prok_00678","GCA_001886355_prok_00883","GCA_001894905_prok_03888","GCA_002215235_prok_02678","GCA_003004765_prok_03301","GCA_003288095_prok_02114","GCA_003633655_prok_00971","GCA_004153645_prok_04347","GCA_009831075_prok_02150","GCA_900105195_prok_03534","GCA_900177695_prok_03867","GCA_900455725_prok_00522"
"group_10942","","hypothetical protein","15","15","1","43","2779","","","","188","188","188","GCA_000236965_prok_03363","GCA_000763325_prok_02112","GCA_001465325_prok_02370","GCA_001665495_prok_03421","GCA_001886355_prok_00118","GCA_001894905_prok_03757","GCA_002215235_prok_04873","GCA_003004765_prok_02608","GCA_003288095_prok_01424","GCA_003633655_prok_01675","GCA_004153645_prok_03194","GCA_009831075_prok_01585","GCA_900105195_prok_04305","GCA_900177695_prok_01970","GCA_900455725_prok_03985"
"rplV","","50S ribosomal protein L22","15","15","1","43","4192","","","","392","392","392","GCA_000236965_prok_00319","GCA_000763325_prok_00082","GCA_001465325_prok_05010","GCA_001665495_prok_03050","GCA_001886355_prok_02784","GCA_001894905_prok_00018","GCA_002215235_prok_04483","GCA_003004765_prok_05031","GCA_003288095_prok_03930","GCA_003633655_prok_04109","GCA_004153645_prok_02124","GCA_009831075_prok_03178","GCA_900105195_prok_01807","GCA_900177695_prok_00626","GCA_900455725_prok_02122"
"atpB","","ATP synthase subunit a","15","15","1","43","1477","","","","686","686","686","GCA_000236965_prok_02442","GCA_000763325_prok_02842","GCA_001465325_prok_04983","GCA_001665495_prok_00694","GCA_001886355_prok_00899","GCA_001894905_prok_03872","GCA_002215235_prok_02662","GCA_003004765_prok_03317","GCA_003288095_prok_02130","GCA_003633655_prok_00955","GCA_004153645_prok_04331","GCA_009831075_prok_02166","GCA_900105195_prok_03518","GCA_900177695_prok_03883","GCA_900455725_prok_00538"
